Country or Area,Year,Area,Sex,Age,Marital status,Record Type,Reliability,Source Year,Value,Value Footnotes
Canada,2011,Total,Both Sexes,55 - 59,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,1036385,11
Canada,2011,Total,Both Sexes,55 - 59,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,47020,11
Canada,2011,Total,Both Sexes,55 - 59,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,259735,11
Canada,2011,Total,Both Sexes,55 - 59,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,61385,11
Canada,2011,Total,Both Sexes,60 - 64,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,954470,11
Canada,2011,Total,Both Sexes,60 - 64,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,74430,11
Canada,2011,Total,Both Sexes,60 - 64,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,635485,11
Canada,2011,Total,Both Sexes,60 - 64,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,46295,11
Canada,2011,Total,Both Sexes,60 - 64,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,164950,11
Canada,2011,Total,Both Sexes,60 - 64,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,33310,11
Canada,2011,Total,Both Sexes,65 - 69,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,359190,11
Canada,2011,Total,Both Sexes,65 - 69,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,20085,11
Canada,2011,Total,Both Sexes,65 - 69,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,245385,11
Canada,2011,Total,Both Sexes,65 - 69,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,26990,11
Canada,2011,Total,Both Sexes,65 - 69,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,55830,11
Canada,2011,Total,Both Sexes,65 - 69,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,10905,11
Canada,2011,Total,Both Sexes,70 - 74,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,132100,11
Canada,2011,Total,Both Sexes,70 - 74,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,6035,11
Canada,2011,Total,Both Sexes,70 - 74,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,92345,11
Canada,2011,Total,Both Sexes,70 - 74,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,15145,11
Canada,2011,Total,Both Sexes,70 - 74,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,15510,11
Canada,2011,Total,Both Sexes,70 - 74,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,3070,11
Canada,2011,Total,Both Sexes,75 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,80750,11
Canada,2011,Total,Both Sexes,75 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,4075,11
Canada,2011,Total,Both Sexes,75 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,52390,11
Canada,2011,Total,Both Sexes,75 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,16205,11
Canada,2011,Total,Both Sexes,75 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,6365,11
Canada,2011,Total,Both Sexes,75 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,1715,11
Canada,2011,Total,Male,15 - 19,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,371945,11
Canada,2011,Total,Male,15 - 19,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,371320,11
Canada,2011,Total,Male,15 - 19,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,510,11
Canada,2011,Total,Male,15 - 19,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,35,11
Canada,2011,Total,Male,15 - 19,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,30,11
Canada,2011,Total,Male,15 - 19,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,50,11
Canada,2011,Total,Male,15 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,8634300,11
Canada,2011,Total,Male,15 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2011,8431530,11
Canada,2011,Total,Male,15 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,7810295,"12,13"
Canada,2011,Total,Male,15 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2009,2812700,"12,13"
Canada,2011,Total,Male,15 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2011,3204740,11
Canada,2011,Total,Male,15 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,3339725,11
Canada,2011,Total,Male,15 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,4368725,11
Canada,2011,Total,Male,15 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2011,4328985,11
Canada,2011,Total,Male,15 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2009,4178705,"12,13"
Canada,2011,Total,Male,15 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2009,50010,"12,13"
Canada,2011,Total,Male,15 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2011,57595,11
Canada,2011,Total,Male,15 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,65205,11
Canada,2011,Total,Male,15 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,627745,11
Canada,2011,Total,Male,15 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2011,601310,11
Canada,2011,Total,Male,15 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2009,543035,"12,13"
Canada,2011,Total,Male,15 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2011,238905,11
Canada,2011,Total,Male,15 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2009,225840,"12,13"
Canada,2011,Total,Male,15 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,232910,11
Canada,2011,Total,Male,20 - 24,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,731060,11
Canada,2011,Total,Male,20 - 24,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,702895,11
Canada,2011,Total,Male,20 - 24,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,25170,11
Canada,2011,Total,Male,20 - 24,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,925,11
Canada,2011,Total,Male,20 - 24,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,700,11
Canada,2011,Total,Male,20 - 24,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,1375,11
Canada,2011,Total,Male,25 - 29,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,864225,11
Canada,2011,Total,Male,25 - 29,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,668395,11
Canada,2011,Total,Male,25 - 29,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,180205,11
Canada,2011,Total,Male,25 - 29,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,885,11
Canada,2011,Total,Male,25 - 29,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,7640,11
Canada,2011,Total,Male,25 - 29,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,7090,11
Canada,2011,Total,Male,30 - 34,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,893390,11
Canada,2011,Total,Male,30 - 34,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,458185,11
Canada,2011,Total,Male,30 - 34,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,395345,11
Canada,2011,Total,Male,30 - 34,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,775,11
Canada,2011,Total,Male,30 - 34,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,21990,11
Canada,2011,Total,Male,30 - 34,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,17095,11
Canada,2011,Total,Male,35 - 39,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,911715,11
Canada,2011,Total,Male,35 - 39,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,310195,11
Canada,2011,Total,Male,35 - 39,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,529630,11
Canada,2011,Total,Male,35 - 39,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,1205,11
Canada,2011,Total,Male,35 - 39,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,43765,11
Canada,2011,Total,Male,35 - 39,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,26925,11
Canada,2011,Total,Male,40 - 44,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,964720,11
Canada,2011,Total,Male,40 - 44,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,253895,11
Canada,2011,Total,Male,40 - 44,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,601380,11
Canada,2011,Total,Male,40 - 44,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,2420,11
Canada,2011,Total,Male,40 - 44,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,71670,11
Canada,2011,Total,Male,40 - 44,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,35355,11
Canada,2011,Total,Male,45 - 49,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,1104950,11
Canada,2011,Total,Male,45 - 49,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,243480,11
Canada,2011,Total,Male,45 - 49,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,695360,11
Canada,2011,Total,Male,45 - 49,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,5605,11
Canada,2011,Total,Male,45 - 49,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,114430,11
Canada,2011,Total,Male,45 - 49,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,46080,11
Canada,2011,Total,Male,50 - 54,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,1071455,11
Canada,2011,Total,Male,50 - 54,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,178590,11
Canada,2011,Total,Male,50 - 54,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,702510,11
Canada,2011,Total,Male,50 - 54,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,9565,11
Canada,2011,Total,Male,50 - 54,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,138530,11
Canada,2011,Total,Male,50 - 54,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,42260,11
Canada,2011,Total,Male,55 - 59,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,828385,11
Canada,2011,Total,Male,55 - 59,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,95075,11
Canada,2011,Total,Male,55 - 59,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,575605,11
Canada,2011,Total,Male,55 - 59,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,12000,11
Canada,2011,Total,Male,55 - 59,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,116140,11
Canada,2011,Total,Male,55 - 59,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,29560,11
Canada,2011,Total,Male,60 - 64,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,532295,11
Canada,2011,Total,Male,60 - 64,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,40140,11
Canada,2011,Total,Male,60 - 64,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,389615,11
Canada,2011,Total,Male,60 - 64,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,11740,11
Canada,2011,Total,Male,60 - 64,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,73410,11
Canada,2011,Total,Male,60 - 64,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,17390,11
Canada,2011,Total,Male,65 - 69,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,217700,11
Canada,2011,Total,Male,65 - 69,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,11130,11
Canada,2011,Total,Male,65 - 69,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,165535,11
Canada,2011,Total,Male,65 - 69,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,7740,11
Canada,2011,Total,Male,65 - 69,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,26995,11
Canada,2011,Total,Male,65 - 69,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,6305,11
Canada,2011,Total,Male,70 - 74,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,85855,11
Canada,2011,Total,Male,70 - 74,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,3695,11
Canada,2011,Total,Male,70 - 74,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,66350,11
Canada,2011,Total,Male,70 - 74,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,5320,11
Canada,2011,Total,Male,70 - 74,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,8460,11
Canada,2011,Total,Male,70 - 74,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,2035,11
Canada,2011,Total,Male,75 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,56605,11
Canada,2011,Total,Male,75 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,2730,11
Canada,2011,Total,Male,75 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,41510,11
Canada,2011,Total,Male,75 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,6990,11
Canada,2011,Total,Male,75 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,3985,11
Canada,2011,Total,Male,75 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,1390,11
Canada,2011,Total,Female,15 - 19,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,380585,11
Canada,2011,Total,Female,15 - 19,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,379220,11
Canada,2011,Total,Female,15 - 19,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,1100,11
Canada,2011,Total,Female,15 - 19,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,85,11
Canada,2011,Total,Female,15 - 19,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,105,11
Canada,2011,Total,Female,15 - 19,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,80,11
Canada,2011,Total,Female,15 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,7960720,11
Canada,2011,Total,Female,15 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,6884840,"12,13"
Canada,2011,Total,Female,15 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2011,7589645,11
Canada,2011,Total,Female,15 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2011,2751050,11
Canada,2011,Total,Female,15 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2009,2345520,"12,13"
Canada,2011,Total,Female,15 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,2925080,11
Canada,2011,Total,Female,15 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,3772830,11
Canada,2011,Total,Female,15 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2009,3466265,"12,13"
Canada,2011,Total,Female,15 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2011,3644075,11
Canada,2011,Total,Female,15 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2011,153890,11
Canada,2011,Total,Female,15 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2009,138075,"12,13"
Canada,2011,Total,Female,15 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,164705,11
Canada,2011,Total,Female,15 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,808975,11
Canada,2011,Total,Female,15 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2009,670970,"12,13"
Canada,2011,Total,Female,15 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2011,754170,11
Canada,2011,Total,Female,15 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2011,286460,11
Canada,2011,Total,Female,15 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2009,264005,"12,13"
Canada,2011,Total,Female,15 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,289155,11
Canada,2011,Total,Female,20 - 24,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,697290,11
Canada,2011,Total,Female,20 - 24,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,651195,11
Canada,2011,Total,Female,20 - 24,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,41410,11
Canada,2011,Total,Female,20 - 24,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,670,11
Canada,2011,Total,Female,20 - 24,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,1615,11
Canada,2011,Total,Female,20 - 24,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,2410,11
Canada,2011,Total,Female,25 - 29,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,809430,11
Canada,2011,Total,Female,25 - 29,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,566545,11
Canada,2011,Total,Female,25 - 29,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,218035,11
Canada,2011,Total,Female,25 - 29,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,665,11
Canada,2011,Total,Female,25 - 29,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,12185,11
Canada,2011,Total,Female,25 - 29,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,12005,11
Canada,2011,Total,Female,30 - 34,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,827395,11
Canada,2011,Total,Female,30 - 34,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,375560,11
Canada,2011,Total,Female,30 - 34,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,390700,11
Canada,2011,Total,Female,30 - 34,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,1685,11
Canada,2011,Total,Female,30 - 34,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,33910,11
Canada,2011,Total,Female,30 - 34,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,25535,11
Canada,2011,Total,Female,35 - 39,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,843870,11
Canada,2011,Total,Female,35 - 39,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,256815,11
Canada,2011,Total,Female,35 - 39,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,481995,11
Canada,2011,Total,Female,35 - 39,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,3615,11
Canada,2011,Total,Female,35 - 39,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,62290,11
Canada,2011,Total,Female,35 - 39,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,39155,11
Canada,2011,Total,Female,40 - 44,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,927940,11
Canada,2011,Total,Female,40 - 44,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,215160,11
Canada,2011,Total,Female,40 - 44,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,552595,11
Canada,2011,Total,Female,40 - 44,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,8085,11
Canada,2011,Total,Female,40 - 44,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,102170,11
Canada,2011,Total,Female,40 - 44,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,49935,11
Canada,2011,Total,Female,45 - 49,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,1069565,11
Canada,2011,Total,Female,45 - 49,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,199985,11
Canada,2011,Total,Female,45 - 49,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,642235,11
Canada,2011,Total,Female,45 - 49,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,15740,11
Canada,2011,Total,Female,45 - 49,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,153955,11
Canada,2011,Total,Female,45 - 49,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,57655,11
Canada,2011,Total,Female,50 - 54,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,1017785,11
Canada,2011,Total,Female,50 - 54,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,152095,11
Canada,2011,Total,Female,50 - 54,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,621385,11
Canada,2011,Total,Female,50 - 54,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,26295,11
Canada,2011,Total,Female,50 - 54,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,169345,11
Canada,2011,Total,Female,50 - 54,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,48675,11
Canada,2011,Total,Female,55 - 59,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,752805,11
Canada,2011,Total,Female,55 - 59,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,81575,11
Canada,2011,Total,Female,55 - 59,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,460780,11
Canada,2011,Total,Female,55 - 59,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,35020,11
Canada,2011,Total,Female,55 - 59,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,143595,11
Canada,2011,Total,Female,55 - 59,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,31825,11
Canada,2011,Total,Female,60 - 64,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,422175,11
Canada,2011,Total,Female,60 - 64,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,34290,11
Canada,2011,Total,Female,60 - 64,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,245870,11
Canada,2011,Total,Female,60 - 64,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,34555,11
Canada,2011,Total,Female,60 - 64,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,91540,11
Canada,2011,Total,Female,60 - 64,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,15920,11
Canada,2011,Total,Female,65 - 69,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,141490,11
Canada,2011,Total,Female,65 - 69,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,8955,11
Canada,2011,Total,Female,65 - 69,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,79850,11
Canada,2011,Total,Female,65 - 69,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,19250,11
Canada,2011,Total,Female,65 - 69,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,28835,11
Canada,2011,Total,Female,65 - 69,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,4600,11
Canada,2011,Total,Female,70 - 74,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,46245,11
Canada,2011,Total,Female,70 - 74,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,2340,11
Canada,2011,Total,Female,70 - 74,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,25995,11
Canada,2011,Total,Female,70 - 74,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,9825,11
Canada,2011,Total,Female,70 - 74,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,7050,11
Canada,2011,Total,Female,70 - 74,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,1035,11
Canada,2011,Total,Female,75 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,24145,11
Canada,2011,Total,Female,75 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2013,1345,11
Canada,2011,Total,Female,75 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2013,10880,11
Canada,2011,Total,Female,75 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,9215,11
Canada,2011,Total,Female,75 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2013,2380,11
Canada,2011,Total,Female,75 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2013,325,11
Canada,2006,Total,Both Sexes,15 - 19,Total,Census - de jure - complete tabulation,"Final figure, complete",2011,929825,11
Canada,2006,Total,Both Sexes,15 - 19,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2011,922370,11
Canada,2006,Total,Both Sexes,15 - 19,Married,Census - de jure - complete tabulation,"Final figure, complete",2011,5795,11
Canada,2006,Total,Both Sexes,15 - 19,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2011,135,11
Canada,2006,Total,Both Sexes,15 - 19,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2011,925,11
Canada,2006,Total,Both Sexes,15 - 19,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2011,600,11
Canada,2006,Total,Both Sexes,15 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2011,16021175,11
Canada,2006,Total,Both Sexes,15 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2011,5955790,11
Canada,2006,Total,Both Sexes,15 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2011,7973060,11
Canada,2006,Total,Both Sexes,15 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2011,211480,11
Canada,2006,Total,Both Sexes,15 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2011,1355480,11
Canada,2006,Total,Both Sexes,15 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2011,525360,11
Canada,2006,Total,Both Sexes,20 - 24,Total,Census - de jure - complete tabulation,"Final figure, complete",2011,1475565,11
Canada,2006,Total,Both Sexes,20 - 24,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2011,1386660,11
Canada,2006,Total,Both Sexes,20 - 24,Married,Census - de jure - complete tabulation,"Final figure, complete",2011,80270,11
Canada,2006,Total,Both Sexes,20 - 24,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2011,435,11
Canada,2006,Total,Both Sexes,20 - 24,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2011,3165,11
Canada,2006,Total,Both Sexes,20 - 24,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2011,5030,11
Canada,2006,Total,Both Sexes,25 - 29,Total,Census - de jure - complete tabulation,"Final figure, complete",2011,1564910,11
Canada,2006,Total,Both Sexes,25 - 29,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2011,1114555,11
Canada,2006,Total,Both Sexes,25 - 29,Married,Census - de jure - complete tabulation,"Final figure, complete",2011,406225,11
Canada,2006,Total,Both Sexes,25 - 29,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2011,980,11
Canada,2006,Total,Both Sexes,25 - 29,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2011,20335,11
Canada,2006,Total,Both Sexes,25 - 29,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2011,22805,11
